size,seq_len,baseline_file,sparge_file,baseline_mean_ms,sparge_mean_ms,speedup,baseline_min_ms,baseline_max_ms,sparge_min_ms,sparge_max_ms,baseline_use_cache,sparge_use_cache,baseline_prompt_mode,sparge_prompt_mode
h640,1024,h640_baseline_seq1024_cache.json,h640_sparge_seq1024_topk0.5_cache.json,11.029580879211426,22.83365135192871,0.4830406100721942,10.894335746765137,11.166912078857422,22.75116729736328,23.058528900146484,True,True,repeated_text,repeated_text
h640,4096,h640_baseline_seq4096_cache.json,h640_sparge_seq4096_topk0.5_cache.json,101.10441436767579,26.94022407531738,3.752916608451954,100.98585510253906,101.21318054199219,26.622976303100586,27.493440628051758,True,True,repeated_text,repeated_text
h640,8192,h640_baseline_seq8192_cache.json,h640_sparge_seq8192_topk0.5_cache.json,368.8197021484375,53.2086784362793,6.931570431506244,368.3503723144531,369.11614990234375,52.23936080932617,54.98691177368164,True,True,repeated_text,repeated_text
h896,1024,h896_baseline_seq1024_cache.json,h896_sparge_seq1024_topk0.5_cache.json,14.566361808776856,28.894367980957032,0.504124603742047,14.323360443115234,14.668800354003906,27.44223976135254,29.50227165222168,True,True,repeated_text,repeated_text
h896,4096,h896_baseline_seq4096_cache.json,h896_sparge_seq4096_topk0.5_cache.json,186.59265747070313,42.52266235351563,4.38807560823567,186.52671813964844,186.68544006347656,42.20083236694336,42.96192169189453,True,True,repeated_text,repeated_text
h896,8192,h896_baseline_seq8192_cache.json,h896_sparge_seq8192_topk0.5_cache.json,675.33408203125,96.52671356201172,6.996343883575759,674.7564697265625,675.876708984375,95.99078369140625,96.70240020751953,True,True,repeated_text,repeated_text
h1152,1024,h1152_baseline_seq1024_cache.json,h1152_sparge_seq1024_topk0.5_cache.json,22.42880630493164,39.597618865966794,0.5664180561172243,22.076416015625,22.66214370727539,39.20793533325195,40.3240966796875,True,True,repeated_text,repeated_text
h1152,4096,h1152_baseline_seq4096_cache.json,h1152_sparge_seq4096_topk0.5_cache.json,193.72090759277344,73.20355834960938,2.6463318445203305,193.4397430419922,194.05413818359375,72.31581115722656,74.50383758544922,True,True,repeated_text,repeated_text
h1152,8192,h1152_baseline_seq8192_cache.json,h1152_sparge_seq8192_topk0.5_cache.json,652.6764892578125,159.50108337402344,4.091987812567474,652.2081298828125,653.091796875,154.86976623535156,164.77593994140625,True,True,repeated_text,repeated_text
